,ID,text,labels,target
1234,1460,التحول #التقني يساعد في تمكين الأشخاص #ذوي_الإعاقة  ويجعل بيئة العمل أكثر جاذبية وشمولاً  ويعزز فرص التعلم والتطور.  . معًا لتثقيف الشركات حول التمكين والشمل لتحقيق #رؤية_السعودية_2030 . URL,1,Digital Transformation
2981,3495,الشرايح اللي في تطعيم كورونا اشتغلت يا رجالة URL,0,Covid Vaccine
1855,2184, تمكين المرأة ولى بنا للهاوية والله قبل تتمكن كانت ايام جميلة رواتب حلوة وفيها بركة. واسعار حلوة وفيها بركة وفلة ووناسة فلوسنا معيشتنا اروع جو. ولانعرف ضرائب ولا زياداة اهلكتنا ولاااا غيره. خلاص بالله فكونا ولا تتمكن😅😇🤣,2,Women empowerment
1678,1977,بعد أن كانت الخيارات محصورة بين التعليم والمجالات الصحية، اليوم في كل مجال تجد مكان للمرأة. حقاً إن أعظم تمكين للمرأة #السعودية حدث في هذا العهد شكراً لقيادتنا 🇸🇦 والله كلي فخر لما حققته النساء من إنجازات في وطني 💚   #HappyWomensDay   #يوم_المراه_العالمي ,2,Women empowerment
1251,1478, بوركت هذه الجهود الحثيثة في إستمرار تحسين مؤشرات #جودة_التقاضي #وأتمتمة_المحكمة #الإعلان_الإلكتروني #التحول_الرقمي  #digitization #Kuwait,1,Digital Transformation
447,532, على الأقل من ٢٠٠٦ وقت تمكين المرأه هذا لايعني أن الجميع ( لا حشى ) ولكن من خرج للساحه السياسيه فشلن .. هذا واقع,2,Women empowerment
2166,2543, التحول الرقمي والريط التقني اهم مشروع لازم نتحرك في تنفيذه هيسهل امور كتير جدا ع المواطن وع المستثمر الاجنبي,1,Digital Transformation
892,1051, انا ماخذه الجرعتين من شهرين ، صادتني كورونا ونسبتها ١٥ وترقدت في المستشفى ودخلت مرحلة حرجة ... ماعرف شنو اللي خذته بالضبط تطعيم والا هوو,0,Covid Vaccine
16,22, وين تمكين المرأة؟,2,Women empowerment
3058,3587,جمعية الصحفيين العمانية تنظم جلسة حول (دور الإعلام في تمكين المرأة وملامح من الخطة الخمسية العاشرة) بصور  ,2,Women empowerment
3213,3778,MENTION بدون مجاملات تمكين المرأه هوه السبب الرئيس     تمكين المرأه أفرز كل هذي المشاكل الأسرية المتعلقة بالعزوف عن الزواج والهروب من مسؤولية البيت وهي الركيزة الأساس لخلية المجتمع وهي الأسرة … يتبع,2,Women empowerment
2640,3095,سبب تقدم المرأة في الحياء العملية هي مسكنات الألم التي تستخدمها وقت الدورة  كذلك حفاضات الدورة كان لها دور في إنطلاقها في ميدان العمل  الأم تصلح في التربية أكثر من الرجل لكن في الأمور المهنية قدراتها محدودة لضعف الجسد  تمكين المرأة على حساب الرجل ظلم.  #نطالب_بتجريم_الفكر_النسوي,2,Women empowerment
1674,1973,انا مش مؤمن بنظريات المؤامره الي تحوم علي تطعيم كورونا بس في نفس الوقت ما نبيش نطعم كل تطعيم له اعراض جانبيه ولو كانت واحد في العشر الاف تبقى نسبه والاصابه بكورونا نسبه قليله من تتدهور حالته و الحالتين نفس بعضهن اخذ التطعيم او اصبت بكورونا بدون تطعيم وانا اخترت نعتمد علي مناعتي.,0,Covid Vaccine
2748,3224,يُعد تمكين المرأة من التعليم حق رئيس من حقوقها وضرورة مهمة للارتقاء بمستوى طموحها وسعيها نحو تحقيق النجاح والارتقاء بنفسها ومحيطها,2,Women empowerment
750,895,أقترح على #وزارة_التعليم  البدء في تغيير أسماء مدارس البنات من الأرقام الى الأعلام من النساء وفي مخزوننا التاريخي وحاضرنا وتاريخنا السعودي عشرات الآلاف من النساء اللاتي يجب ان تتزين واجهات مدارس البنات بأسمائهن.. خاصة ونحن نعايش برامج تمكين المرأة السعودية المستمدة من رؤية 2030 URL,2,Women empowerment
2118,2488, اذكر لما كنا صغار قبل نسجل بالمدرسه اخذنا تطعيم .. الاعراض اللي صارت بعده هي نفس الاعراض اللي جتني بعد لقاح استرازنيكا .. مادري ليش هاللغط كله,0,Covid Vaccine
1248,1475,"MENTION MENTION شهالبلوى .. يعني تجيك هالمصايب عشان لقاح قد يخفف عنك اعراض الانفلونزا   قصدي ""انفلونزا الكورونا"" اللي نسبة الشفاء منها بدون تطعيم ٩٩٪  يبا الكورونا ارحم  #لا_للتطعيم_الاجباري",0,Covid Vaccine
158,192,   مبدع الدكتور احمد الغساني أينما وجد . وهذا التحول الإلكتروني للخدمات راح يعطيها سمة السرعة والتميز في الأداء وهذا من أهداف رؤية عمان 2040. وفقكم الله تعالى في خدمة هذا الوطن الغالي.,1,Digital Transformation
1345,1591,  فعلا اتفق معك.  نقطع آلاف الكيلو مترات لأجل حضور جلسة  وببساطة موظف الأمن يقولك مؤجلة إلى إشعار آخر!!  أين التحول الالكتروني؟؟,1,Digital Transformation
1801,2121,اذا كان التطعيم فيه شريحة متصلة بشبكة فايف جي كما يقول الحمقى فاهلا وسهلا به..  اتطعم والغي اشتراك النت.. اهم شي تكون المايكروشيب مجهزة بواي فاي #تطعيم_كورونا #فايزر #فاكسين,0,Covid Vaccine
3167,3720,نحن نؤمن بأن جهود المرأة وابتكاراتها ساعدت على وصول قطاع التكنولوجيا إلى ما هو عليه اليوم، لذا في #تمكين_للتقنيات نفخر بأن ٤٢٪ من موظفينا نساء يلعبون دور هام في نجاحنا. #يوم_المراه_العالمي 🧕🏼 ,2,Women empowerment
2335,2739,حرجع الجيم بعد يوم الأحد القادم بإذن الله، الأحد هو موعدى لأخذ الجرعه الثانيه من تطعيم كورونا ثم نعود للحياه ونسافر مصر ونشوف الاهل والأحباب والوطن باذن الله تعالى..😊❤,0,Covid Vaccine
3296,3876, بسبب مصطلح تمكين المرأة صار عندي ٢ اولاد عاطلين في سن فوق ال ٣٠. ٢ بنات متوظفات.,2,Women empowerment
2520,2958, نرحب بهذا التحول التقني ولكن!!!!  بالأول خلوا الأنترنت يوصل قاعات الفصول,1,Digital Transformation
2471,2899,السعودية سارية في جميع اتجاهات التحول الإلكتروني و #اعتمرنا خير مثال 👍🏻,1,Digital Transformation
276,334,ومن #مساواة إلى تمكين إلى #حقوق ثم تنوير.. المقصد ليس حق المرأة وإنما كيف تفكيك #المرأة من عفتها!!,2,Women empowerment
1578,1860,MENTION MENTION واحد نعرفه ماخذ جرعتين والحين فيه كورونا وحاجر عمره....  ناس ماخذوا التطعيم ولله الحمد بخير وفي اللي خذوا تطعيم وتدهورت حالتهم,0,Covid Vaccine
3035,3561,     تمكين المرآة ودعمها   اذا يهمك دعمهم شف المحاسبات بفرع لولو خريص تحاسب وبنفس الوقت تعبي اكياس للزبون. هذا فوق طاقتها. اذا يرضيك وضعهم هذا شي ثاني.,2,Women empowerment
1521,1793,  الاقتصاد هو الوحيد في التحول التقني اما الباقي كما هم لا تغير. امل منهم التطور والتغيير وموكبة الدول المتحضره,1,Digital Transformation
3159,3709, للأسف التجربة الإلكترونية ماكانت مرضية لأغلب الجهات. والشيء الآخر هالمراكز كانت موظفة بعض الشباب. التحول الالكتروني بيقطع رزق البعض. أتمنى دائما المسؤولين اللي وضعوا شيوخنا ثقتهم فيهم يكونون قد الثقة ويضعون المصلحة العامة نصب أعينهم. ولا يكون التف,1,Digital Transformation
